14148,20/5/2014 22:38,xxxxx,xxxxx,20/5/2014,-1023999.55,-764363.03,8
14149,3/5/2014 01:8,xxxxx,xxxxx,3/5/2014,-1023835.16,-764535.52,8
14150,20/5/2014 14:50,xxxxx,xxxxx,20/5/2014,-1023885.23,-764395.92,8
14151,28/5/2014 01:20,xxxxx,xxxxx,28/5/2014,-1028043.77,-768239.10,8
14152,01/5/2014 8:21,xxxxx,xxxxx,01/5/2014,-1028126.82,-768080.00,8
14153,19/5/2014 2:45,xxxxx,xxxxx,19/5/2014,-1031558.39,-757810.10,8
14154,30/5/2014 3:47,xxxxx,xxxxx,30/5/2014,-1031943.65,-774689.01,8
14155,13/5/2014 5:48,xxxxx,xxxxx,13/5/2014,-1031806.87,-775071.66,8
14156,10/5/2014 6:26,xxxxx,xxxxx,10/5/2014,-1006869.93,-770855.86,8
14157,29/5/2014 22:3,xxxxx,xxxxx,29/5/2014,-1028977.34,-767629.49,8
14158,25/5/2014 2:42,xxxxx,xxxxx,25/5/2014,-1028240.65,-765442.34,8
14159,10/5/2014 13:17,xxxxx,xxxxx,10/5/2014,-1033126.13,-772611.07,8
14160,31/5/2014 21:12,xxxxx,xxxxx,31/5/2014,-1032925.52,-773919.42,8
14161,11/5/2014 23:53,xxxxx,xxxxx,11/5/2014,-1019829.73,-750159.20,8
14162,20/5/2014 15:52,xxxxx,xxxxx,20/5/2014,-1040370.21,-763278.63,8
14163,11/5/2014 15:2,xxxxx,xxxxx,11/5/2014,-1036793.25,-762978.33,8
14164,24/5/2014 3:21,xxxxx,xxxxx,24/5/2014,-1019841.39,-752786.20,8
14165,6/5/2014 23:11,xxxxx,xxxxx,6/5/2014,-1012676.16,-767688.58,8
14166,7/5/2014 21:16,xxxxx,xxxxx,7/5/2014,-1029336.20,-753443.27,8
14167,29/5/2014 01:3,xxxxx,xxxxx,29/5/2014,-1037421.46,-772156.73,8
14168,26/5/2014 17:17,xxxxx,xxxxx,26/5/2014,-1017819.87,-763551.91,8
14169,22/5/2014 2:36,xxxxx,xxxxx,22/5/2014,-1017778.32,-762988.24,8
14170,2/5/2014 4:15,xxxxx,xxxxx,2/5/2014,-1024847.08,-757526.74,8
14171,27/5/2014 11:37,xxxxx,xxxxx,27/5/2014,-1045316.55,-1045316.55,8
14172,23/5/2014 21:4,xxxxx,xxxxx,23/5/2014,-1044956.47,-1044956.47,8
14173,14/5/2014 22:54,xxxxx,xxxxx,14/5/2014,-1045234.05,-1045234.05,8
14174,5/5/2014 9:42,xxxxx,xxxxx,5/5/2014,-1044889.11,-1044889.11,8
14175,23/5/2014 9:30,xxxxx,xxxxx,23/5/2014,-1045139.48,-1045139.48,8
14176,20/5/2014 8:2,xxxxx,xxxxx,20/5/2014,-998328.70,-998328.70,8
14177,2/5/2014 5:18,xxxxx,xxxxx,2/5/2014,-1020010.21,-761101.76,8
14178,22/5/2014 3:4,xxxxx,xxxxx,22/5/2014,-1027703.60,-753937.92,8
14179,12/5/2014 2:50,xxxxx,xxxxx,12/5/2014,-1029514.68,-759231.65,8
14180,5/5/2014 21:31,xxxxx,xxxxx,5/5/2014,-1029292.24,-759770.77,8
14181,20/5/2014 01:34,xxxxx,xxxxx,20/5/2014,-1038143.81,-765334.71,8
14182,28/5/2014 16:26,xxxxx,xxxxx,28/5/2014,-1033567.50,-758686.37,8
14183,8/5/2014 7:12,xxxxx,xxxxx,8/5/2014,-1033386.47,-758434.13,8
14184,12/5/2014 6:13,xxxxx,xxxxx,12/5/2014,-1017341.45,-755059.94,8
14185,13/5/2014 11:19,xxxxx,xxxxx,13/5/2014,-1037502.47,-769006.09,8
14186,5/5/2014 4:21,xxxxx,xxxxx,5/5/2014,-1020281.26,-758354.05,8
14187,7/5/2014 14:5,xxxxx,xxxxx,7/5/2014,-1016631.01,-757209.00,8
14188,23/5/2014 20:39,xxxxx,xxxxx,23/5/2014,-1035100.89,-760271.18,8
14189,3/5/2014 20:14,xxxxx,xxxxx,3/5/2014,-1014121.62,-762884.28,8
14190,24/5/2014 01:6,xxxxx,xxxxx,24/5/2014,-1030642.41,-772336.95,8
14191,5/5/2014 16:39,xxxxx,xxxxx,5/5/2014,-1030110.16,-772336.13,8
14192,17/5/2014 22:40,xxxxx,xxxxx,17/5/2014,-1034498.61,-770835.04,8
14193,30/5/2014 9:57,xxxxx,xxxxx,30/5/2014,-1023958.18,-755666.73,8
14194,6/5/2014 15:49,xxxxx,xxxxx,6/5/2014,-1015963.52,-770148.21,8
14195,11/5/2014 6:21,xxxxx,xxxxx,11/5/2014,-1028926.03,-755106.37,8
14196,27/5/2014 23:22,xxxxx,xxxxx,27/5/2014,-1030501.86,-767504.51,8
14197,5/5/2014 21:28,xxxxx,xxxxx,5/5/2014,-1028653.14,-763175.13,8
14198,4/5/2014 01:28,xxxxx,xxxxx,4/5/2014,-1037554.13,-764042.79,8
14199,8/5/2014 3:33,xxxxx,xxxxx,8/5/2014,-1024682.35,-770198.83,8
14200,26/5/2014 22:41,xxxxx,xxxxx,26/5/2014,-1024170.01,-764110.68,8
14201,8/5/2014 2:32,xxxxx,xxxxx,8/5/2014,-1023878.02,-765373.54,8
14202,11/5/2014 22:6,xxxxx,xxxxx,11/5/2014,-1024250.16,-764056.56,8
14203,7/5/2014 01:51,xxxxx,xxxxx,7/5/2014,-1023967.95,-764417.77,8
14204,22/5/2014 17:39,xxxxx,xxxxx,22/5/2014,-1024221.25,-764026.00,8
14205,21/5/2014 22:44,xxxxx,xxxxx,21/5/2014,-1023846.82,-764429.81,8
14206,28/5/2014 15:11,xxxxx,xxxxx,28/5/2014,-1023851.89,-764549.00,8
14207,17/5/2014 15:24,xxxxx,xxxxx,17/5/2014,-1023639.49,-764626.16,8
14208,26/5/2014 22:35,xxxxx,xxxxx,26/5/2014,-1024302.55,-764191.49,8
14209,19/5/2014 0:55,xxxxx,xxxxx,19/5/2014,-1024289.05,-763542.42,8
14210,01/5/2014 22:36,xxxxx,xxxxx,01/5/2014,-1023796.50,-764236.95,8
14211,26/5/2014 7:0,xxxxx,xxxxx,26/5/2014,-1024199.30,-764871.69,8
14212,27/5/2014 15:20,xxxxx,xxxxx,27/5/2014,-1023999.55,-764363.03,8
14213,14/5/2014 01:10,xxxxx,xxxxx,14/5/2014,-1023835.16,-764535.52,8
14214,14/5/2014 0:28,xxxxx,xxxxx,14/5/2014,-1023885.23,-764395.92,8
14215,2/5/2014 5:7,xxxxx,xxxxx,2/5/2014,-1028043.77,-768239.10,8
14216,9/5/2014 17:26,xxxxx,xxxxx,9/5/2014,-1028126.82,-768080.00,8
14217,21/5/2014 21:40,xxxxx,xxxxx,21/5/2014,-1031558.39,-757810.10,8
14218,9/5/2014 7:44,xxxxx,xxxxx,9/5/2014,-1031943.65,-774689.01,8
14219,11/5/2014 21:48,xxxxx,xxxxx,11/5/2014,-1031806.87,-775071.66,8
14220,16/5/2014 23:47,xxxxx,xxxxx,16/5/2014,-1006869.93,-770855.86,8
14221,12/5/2014 01:36,xxxxx,xxxxx,12/5/2014,-1028977.34,-767629.49,8
14222,31/5/2014 3:50,xxxxx,xxxxx,31/5/2014,-1028240.65,-765442.34,8
14223,2/5/2014 4:16,xxxxx,xxxxx,2/5/2014,-1033126.13,-772611.07,8
14224,10/5/2014 18:51,xxxxx,xxxxx,10/5/2014,-1032925.52,-773919.42,8
14225,15/5/2014 10:33,xxxxx,xxxxx,15/5/2014,-1019829.73,-750159.20,8
14226,17/5/2014 9:27,xxxxx,xxxxx,17/5/2014,-1040370.21,-763278.63,8
14227,15/5/2014 23:3,xxxxx,xxxxx,15/5/2014,-1036793.25,-762978.33,8
14228,4/5/2014 4:18,xxxxx,xxxxx,4/5/2014,-1019841.39,-752786.20,8
14229,5/5/2014 19:31,xxxxx,xxxxx,5/5/2014,-1012676.16,-767688.58,8
14230,26/5/2014 2:47,xxxxx,xxxxx,26/5/2014,-1029336.20,-753443.27,8
14231,5/5/2014 23:15,xxxxx,xxxxx,5/5/2014,-1037421.46,-772156.73,8
